Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariableInternal,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariableProtectedInternal,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodInternal,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodProtectedInternal,CountDeclMethodPublic,CountDeclProperty,CountDeclPropertyAuto,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Class,"ProgettoBirra.FormLogin",1,1,1,1,24,0,20,4,1,14,12,0,,0,0,,,,5,8,0,8,0,0,0,5,14,0,3,1,0,1,0,0,,158,,,,9,,,,114,,,18,82,33,,,,0,2,,,,86,95,18,,,79,,,,,,,,2,2,3,1,,1,1,,72,55,0.29,7,7,8,5
Protected Method,"ProgettoBirra.FormLogin.Dispose",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,,,,8,,,1,3,0,,,,0,0,1,2,0,2,4,1,,,3,,,2,2,3,1,0,,,,,0,,1,0,,,0.00,2,2,3,1
Public Constructor,"ProgettoBirra.FormLogin.FormLogin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,0,,,,6,,,1,3,0,,,,0,0,5,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,"ProgettoBirra.FormLogin.InitializeComponent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,88,,,,2,,,,65,,,1,62,21,,,,0,0,10,1,0,62,63,1,,,62,,,1,1,1,1,0,,,,,0,,0,0,,,0.32,1,1,1,1
Private Method,"ProgettoBirra.FormLogin.bottoneLogin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,17,,,,0,,,,16,,,3,11,1,,,,0,0,7,2,0,9,11,3,,,9,,,2,2,2,1,1,,,,,0,,1,0,,,0.06,2,2,2,1
Private Method,"ProgettoBirra.FormLogin.buttonCreaAccount",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,0,,,,5,,,2,2,0,,,,0,0,2,1,0,2,3,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Internal Class,"ProgettoBirra.FormMenu",1,1,1,1,18,0,15,2,1,20,16,0,,0,0,,,,9,8,0,8,0,0,0,9,18,0,7,1,0,1,0,0,,207,,,,20,,,,153,,,26,102,32,,,,0,2,,,,107,123,28,,,100,,,,,,,,5,5,5,1,,1,2,,87,77,0.21,14,14,15,9
Protected Method,"ProgettoBirra.FormMenu.Dispose",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,,,,8,,,1,3,0,,,,0,0,1,2,0,2,4,1,,,3,,,2,2,3,1,0,,,,,0,,1,0,,,0.00,2,2,3,1
Public Constructor,"ProgettoBirra.FormMenu.FormMenu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,5,,,1,2,0,,,,0,0,4,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,"ProgettoBirra.FormMenu.InitializeComponent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,93,,,,2,,,,70,,,1,67,21,,,,0,0,9,1,0,67,68,1,,,67,,,1,1,1,1,0,,,,,0,,0,0,,,0.30,1,1,1,1
Private Method,"ProgettoBirra.FormMenu.buttonCheBirraFaccio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,35,,,,5,,,,30,,,3,18,0,,,,0,0,10,12,1,17,22,5,,,17,,,5,5,5,1,1,,,,,0,,2,0,,,0.00,5,5,5,1
Private Method,"ProgettoBirra.FormMenu.buttonGestioneAttrezzatura",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,0,,,,5,,,2,2,0,,,,0,0,2,1,0,2,3,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,"ProgettoBirra.FormMenu.buttonGestioneProdotti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,0,,,,5,,,2,2,0,,,,0,0,2,1,0,2,3,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,"ProgettoBirra.FormMenu.buttonGestioneRicette",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,0,,,,5,,,2,2,0,,,,0,0,2,1,0,2,3,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,"ProgettoBirra.FormMenu.buttonGestioneUtente",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,,,,0,,,,6,,,2,3,0,,,,0,0,3,1,0,3,4,2,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,"ProgettoBirra.FormMenu.buttonListaDellaSpesa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,0,,,,5,,,2,2,0,,,,0,0,2,1,0,2,3,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"ProgettoBirra.FormModificaAtt",1,1,1,1,25,0,20,4,1,19,13,0,,0,0,,,,5,9,0,9,0,0,0,5,14,0,3,1,0,1,0,0,,164,,,,9,,,,118,,,16,83,35,,,,0,2,,,,90,100,17,,,83,,,,,,,,3,3,3,1,,1,2,,64,42,0.30,8,8,9,5
Protected Method,"ProgettoBirra.FormModificaAtt.Dispose",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,0,,,,8,,,1,3,0,,,,0,0,1,2,0,2,4,1,,,3,,,2,2,3,1,0,,,,,0,,1,0,,,0.00,2,2,3,1
Public Constructor,"ProgettoBirra.FormModificaAtt.FormModificaAtt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13,,,,0,,,,13,,,1,6,0,,,,0,0,8,3,0,6,9,2,,,7,,,3,3,3,1,0,,,,,0,,2,0,,,0.00,3,3,3,1
Private Method,"ProgettoBirra.FormModificaAtt.InitializeComponent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,94,,,,2,,,,68,,,1,65,24,,,,0,0,13,1,0,65,66,1,,,65,,,1,1,1,1,0,,,,,0,,0,0,,,0.35,1,1,1,1
Private Method,"ProgettoBirra.FormModificaAtt.buttonElimina_Click",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,7,,,1,4,0,,,,0,0,4,1,0,4,5,1,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,"ProgettoBirra.FormModificaAtt.buttonSalvaModifiche_Click",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,0,,,,7,,,1,4,0,,,,0,0,5,1,0,4,5,1,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Internal Class,"ProgettoBirra.FormModificaProd",1,1,1,1,27,0,22,4,1,21,14,0,,0,0,,,,5,9,0,9,0,0,0,5,14,0,3,1,0,1,0,0,,174,,,,9,,,,128,,,16,93,35,,,,0,2,,,,96,106,17,,,89,,,,,,,,3,3,3,1,,1,2,,64,42,0.27,8,8,9,5
Private Method,"ProgettoBirra.FormModificaProd.Button_elimina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,7,,,1,4,0,,,,0,0,4,1,0,4,5,1,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Protected Method,"ProgettoBirra.FormModificaProd.Dispose",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,0,,,,8,,,1,3,0,,,,0,0,1,2,0,2,4,1,,,3,,,2,2,3,1,0,,,,,0,,1,0,,,0.00,2,2,3,1
Public Constructor,"ProgettoBirra.FormModificaProd.FormModificaProd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13,,,,0,,,,13,,,1,6,0,,,,0,0,8,3,0,6,9,2,,,7,,,3,3,3,1,0,,,,,0,,2,0,,,0.00,3,3,3,1
Private Method,"ProgettoBirra.FormModificaProd.InitializeComponent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,104,,,,2,,,,78,,,1,75,24,,,,0,0,13,1,0,71,72,1,,,71,,,1,1,1,1,0,,,,,0,,0,0,,,0.31,1,1,1,1
Private Method,"ProgettoBirra.FormModificaProd.buttonSalvaModifiche_Click",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,0,,,,7,,,1,4,0,,,,0,0,5,1,0,4,5,1,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Internal Class,"ProgettoBirra.FormRegistrazione",1,1,1,1,23,0,18,4,1,12,10,0,,0,0,,,,4,7,0,7,0,0,0,4,13,0,2,1,0,1,0,0,,125,,,,8,,,,86,,,13,60,29,,,,0,2,,,,65,72,13,,,59,,,,,,,,2,2,3,1,,1,1,,64,32,0.34,5,5,6,4
Protected Method,"ProgettoBirra.FormRegistrazione.Dispose",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,0,,,,8,,,1,3,0,,,,0,0,1,2,0,2,4,1,,,3,,,2,2,3,1,0,,,,,0,,1,0,,,0.00,2,2,3,1
Public Constructor,"ProgettoBirra.FormRegistrazione.FormRegistrazione",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,5,,,1,2,0,,,,0,0,4,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,"ProgettoBirra.FormRegistrazione.InitializeComponent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,74,,,,2,,,,54,,,1,51,18,,,,0,0,9,1,0,51,52,1,,,51,,,1,1,1,1,0,,,,,0,,0,0,,,0.33,1,1,1,1
Private Method,"ProgettoBirra.FormRegistrazione.buttonRegistrati",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,0,,,,6,,,1,3,0,,,,0,0,3,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Internal Class,"ProgettoBirra.FormRicetta",2,2,3,1,52,2,42,8,1,22,15,0,,0,0,,,,6,17,0,17,0,0,0,6,15,0,4,1,0,1,0,0,,360,,,,20,,,,279,,,30,210,59,,,,0,2,,,,216,235,34,,,202,,,,,,,,8,8,8,4,,1,3,,71,60,0.21,17,17,18,9
Protected Method,"ProgettoBirra.FormRicetta.Dispose",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,,,,8,,,1,3,0,,,,0,0,1,2,0,2,4,1,,,3,,,2,2,3,1,0,,,,,0,,1,0,,,0.00,2,2,3,1
Public Constructor,"ProgettoBirra.FormRicetta.FormRicetta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,23,,,,1,,,,22,,,1,13,0,,,,0,0,18,6,1,14,18,3,,,15,,,4,4,4,1,0,,,,,0,,2,0,,,0.00,4,4,4,1
Private Method,"ProgettoBirra.FormRicetta.InitializeComponent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,214,,,,3,,,,163,,,1,160,48,,,,0,0,21,1,0,152,153,1,,,152,,,1,1,1,1,0,,,,,0,,0,0,,,0.29,1,1,1,1
Private Method,"ProgettoBirra.FormRicetta.buttonElimina_Click",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,,,,8,,,2,5,0,,,,0,0,5,1,0,5,6,2,,,5,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,"ProgettoBirra.FormRicetta.buttonModificaRic_Click",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,0,,,,6,,,1,3,0,,,,0,0,3,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,"ProgettoBirra.FormRicetta.buttonPrepara",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,57,,,,8,,,,49,,,5,25,0,,,,0,0,13,30,1,23,31,7,,,24,,,8,8,8,4,6,,,,,5,,3,4,,,0.00,8,8,8,4
Internal Class,"ProgettoBirra.GestioneDB",2,2,2,1,21,4,15,2,1,15,10,0,,0,0,,,,47,1,0,1,0,0,0,47,56,0,3,0,0,44,0,0,,1116,,,,244,,,,710,,,194,401,162,,,,0,0,,,,319,449,196,,,326,,,,,,,,13,13,13,6,,0,7,,2,0,0.23,130,129,131,66
Private Method,"ProgettoBirra.GestioneDB.CloseConnection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,13,,,,2,,,,11,,,1,4,0,,,,0,0,2,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,"ProgettoBirra.GestioneDB.DeleteAtt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,,,,1,,,,10,,,3,5,0,,,,0,0,3,2,0,4,6,3,,,4,,,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,"ProgettoBirra.GestioneDB.DeleteAttrezziUtente",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,,,,1,,,,10,,,3,5,0,,,,0,0,3,2,0,4,6,3,,,4,,,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,"ProgettoBirra.GestioneDB.DeleteProd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,11,,,,1,,,,10,,,3,5,0,,,,0,0,3,2,0,4,6,3,,,4,,,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,"ProgettoBirra.GestioneDB.DeleteProdRic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,,,,1,,,,10,,,3,5,0,,,,0,0,3,2,0,4,6,3,,,4,,,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,"ProgettoBirra.GestioneDB.DeleteProdRicettaUtente",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,,,,1,,,,10,,,3,5,0,,,,0,0,3,2,0,4,6,3,,,4,,,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,"ProgettoBirra.GestioneDB.DeleteProdUtente",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,,,,1,,,,10,,,3,5,0,,,,0,0,3,2,0,4,6,3,,,4,,,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,"ProgettoBirra.GestioneDB.DeleteRic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,,,,1,,,,10,,,3,5,0,,,,0,0,3,2,0,4,6,3,,,4,,,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,"ProgettoBirra.GestioneDB.DeleteRicetteUtente",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,,,,1,,,,10,,,3,5,0,,,,0,0,3,2,0,4,6,3,,,4,,,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,"ProgettoBirra.GestioneDB.DeleteSpesa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,,,,1,,,,10,,,3,5,0,,,,0,0,3,2,0,4,6,3,,,4,,,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,"ProgettoBirra.GestioneDB.DeleteUtente",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,,,,1,,,,10,,,3,5,0,,,,0,0,3,2,0,4,6,3,,,4,,,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
Public Constructor,"ProgettoBirra.GestioneDB.GestioneDB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,4,,,,0,,,,4,,,1,1,0,,,,0,0,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,"ProgettoBirra.GestioneDB.Initialize",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,,,,3,,,,15,,,6,7,0,,,,0,0,1,1,0,11,12,6,,,6,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"ProgettoBirra.GestioneDB.InsertAtt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,24,,,,4,,,,16,,,3,9,4,,,,0,0,5,3,0,6,9,3,,,7,,,3,3,3,1,1,,,,,0,,2,0,,,0.25,3,3,3,1
Public Method,"ProgettoBirra.GestioneDB.InsertListaSpesa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,17,,,,3,,,,10,,,3,5,4,,,,0,0,3,2,0,4,6,3,,,4,,,2,2,2,1,0,,,,,0,,1,0,,,0.40,2,2,2,1
Public Method,"ProgettoBirra.GestioneDB.InsertProd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,27,,,,5,,,,18,,,3,9,4,,,,0,0,5,3,0,6,9,3,,,7,,,3,3,3,1,1,,,,,0,,2,0,,,0.22,3,3,3,1
Public Method,"ProgettoBirra.GestioneDB.InsertProdRic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,17,,,,4,,,,10,,,3,5,3,,,,0,0,3,2,0,4,6,3,,,4,,,2,2,2,1,0,,,,,0,,1,0,,,0.30,2,2,2,1
Public Method,"ProgettoBirra.GestioneDB.InsertRic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,18,,,,4,,,,10,,,3,5,4,,,,0,0,3,2,0,4,6,3,,,4,,,2,2,2,1,0,,,,,0,,1,0,,,0.40,2,2,2,1
Public Method,"ProgettoBirra.GestioneDB.InsertUtente",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,26,,,,4,,,,18,,,3,9,4,,,,0,0,5,3,0,6,9,3,,,7,,,3,3,3,1,1,,,,,0,,2,0,,,0.22,3,3,3,1
Private Method,"ProgettoBirra.GestioneDB.OpenConnection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,23,,,,2,,,,21,,,1,12,0,,,,0,0,3,4,1,7,10,1,,,9,,,4,3,4,1,2,,,,,0,,2,0,,,0.00,4,3,4,1
Public Method,"ProgettoBirra.GestioneDB.SelectUtente",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,33,,,,7,,,,23,,,6,16,3,,,,0,0,8,5,1,13,17,6,,,13,,,4,4,5,3,3,,,,,3,,2,3,,,0.13,4,4,5,3
Public Method,"ProgettoBirra.GestioneDB.UpdateAtt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,21,,,,3,,,,12,,,3,7,6,,,,0,0,3,2,0,6,8,3,,,6,,,2,2,2,1,0,,,,,0,,1,0,,,0.50,2,2,2,1
Public Method,"ProgettoBirra.GestioneDB.UpdateListaDellaSpesa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,21,,,,3,,,,12,,,3,7,6,,,,0,0,3,2,0,6,8,3,,,6,,,2,2,2,1,0,,,,,0,,1,0,,,0.50,2,2,2,1
Public Method,"ProgettoBirra.GestioneDB.UpdateProd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,21,,,,3,,,,12,,,3,7,6,,,,0,0,3,2,0,6,8,3,,,6,,,2,2,2,1,0,,,,,0,,1,0,,,0.50,2,2,2,1
Public Method,"ProgettoBirra.GestioneDB.UpdateRic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,21,,,,3,,,,12,,,3,7,6,,,,0,0,3,2,0,6,8,3,,,6,,,2,2,2,1,0,,,,,0,,1,0,,,0.50,2,2,2,1
Public Method,"ProgettoBirra.GestioneDB.UpdateUtente",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,21,,,,6,,,,12,,,3,7,3,,,,0,0,3,2,0,6,8,3,,,6,,,2,2,2,1,0,,,,,0,,1,0,,,0.25,2,2,2,1
Public Method,"ProgettoBirra.GestioneDB.cheBirraFaccioOggi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,91,,,,20,,,,65,,,16,41,6,,,,0,0,14,144,2,32,45,18,,,34,,,13,13,13,6,4,,,,,4,,7,4,,,0.09,13,13,13,6
Public Method,"ProgettoBirra.GestioneDB.create_table",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,,,,7,,,,10,,,3,5,2,,,,0,0,4,2,0,4,6,3,,,5,,,2,2,2,1,0,,,,,0,,1,0,,,0.20,2,2,2,1
Public Method,"ProgettoBirra.GestioneDB.create_tableAtt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,,,,4,,,,10,,,3,5,3,,,,0,0,4,2,0,4,6,3,,,5,,,2,2,2,1,0,,,,,0,,1,0,,,0.30,2,2,2,1
Public Method,"ProgettoBirra.GestioneDB.create_tableListaDellaSpesa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,17,,,,4,,,,10,,,3,5,3,,,,0,0,4,2,0,4,6,3,,,5,,,2,2,2,1,0,,,,,0,,1,0,,,0.30,2,2,2,1
Public Method,"ProgettoBirra.GestioneDB.create_tableProd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,,,,4,,,,10,,,3,5,3,,,,0,0,4,2,0,4,6,3,,,5,,,2,2,2,1,0,,,,,0,,1,0,,,0.30,2,2,2,1
Public Method,"ProgettoBirra.GestioneDB.create_tableProdHasRicetta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,,,,3,,,,10,,,3,5,4,,,,0,0,4,2,0,4,6,3,,,5,,,2,2,2,1,0,,,,,0,,1,0,,,0.40,2,2,2,1
Public Method,"ProgettoBirra.GestioneDB.create_tableRic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,,,,4,,,,10,,,3,5,3,,,,0,0,4,2,0,4,6,3,,,5,,,2,2,2,1,0,,,,,0,,1,0,,,0.30,2,2,2,1
Public Method,"ProgettoBirra.GestioneDB.recuperoAttr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,24,,,,4,,,,18,,,6,11,2,,,,0,0,7,3,0,9,12,6,,,8,,,3,3,3,1,0,,,,,0,,2,0,,,0.11,3,3,3,1
Public Method,"ProgettoBirra.GestioneDB.recuperoIdRic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,24,,,,5,,,,17,,,6,10,2,,,,0,0,7,3,0,8,11,6,,,8,,,3,3,3,1,0,,,,,0,,2,0,,,0.12,3,3,3,1
Public Method,"ProgettoBirra.GestioneDB.recuperoListaSpesa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,25,,,,5,,,,18,,,6,11,2,,,,0,0,7,3,0,9,12,6,,,8,,,3,3,3,1,0,,,,,0,,2,0,,,0.11,3,3,3,1
Public Method,"ProgettoBirra.GestioneDB.recuperoNomeRic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,24,,,,6,,,,16,,,5,9,2,,,,0,0,6,3,0,7,10,5,,,7,,,3,3,3,1,0,,,,,0,,2,0,,,0.13,3,3,3,1
Public Method,"ProgettoBirra.GestioneDB.recuperoProd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,24,,,,4,,,,18,,,6,11,2,,,,0,0,8,3,0,9,12,6,,,9,,,3,3,3,1,0,,,,,0,,2,0,,,0.11,3,3,3,1
Public Method,"ProgettoBirra.GestioneDB.recuperoProdUtente",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,24,,,,4,,,,18,,,6,11,2,,,,0,0,7,3,0,9,12,6,,,8,,,3,3,3,1,0,,,,,0,,2,0,,,0.11,3,3,3,1
Public Method,"ProgettoBirra.GestioneDB.recuperoQuantitaProd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,22,,,,4,,,,16,,,5,9,2,,,,0,0,7,3,0,7,10,5,,,7,,,3,3,3,1,0,,,,,0,,2,0,,,0.13,3,3,3,1
Public Method,"ProgettoBirra.GestioneDB.recuperoRic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,31,,,,5,,,,24,,,9,17,2,,,,0,0,7,3,0,15,18,9,,,11,,,3,3,3,1,0,,,,,0,,2,0,,,0.08,3,3,3,1
Public Method,"ProgettoBirra.GestioneDB.verificaAttr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,,,,8,,,,19,,,5,12,3,,,,0,0,6,5,1,9,13,5,,,10,,,4,4,4,3,3,,,,,3,,2,3,,,0.16,4,4,4,3
Public Method,"ProgettoBirra.GestioneDB.verificaProd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,30,,,,7,,,,19,,,5,12,4,,,,0,0,6,5,1,9,13,5,,,10,,,4,4,4,3,3,,,,,3,,2,3,,,0.21,4,4,4,3
Public Method,"ProgettoBirra.GestioneDB.verificaProdListaSpesa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,,,,7,,,,19,,,5,12,4,,,,0,0,6,5,1,9,13,5,,,10,,,4,4,4,3,3,,,,,3,,2,3,,,0.21,4,4,4,3
Public Method,"ProgettoBirra.GestioneDB.verificaQuantitaProd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,39,,,,10,,,,25,,,6,14,4,,,,0,0,7,5,1,10,14,6,,,11,,,4,4,4,3,3,,,,,3,,2,3,,,0.16,4,4,4,3
Public Method,"ProgettoBirra.GestioneDB.verificaRic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,30,,,,7,,,,19,,,5,12,4,,,,0,0,6,5,1,9,13,5,,,10,,,4,4,4,3,3,,,,,3,,2,3,,,0.21,4,4,4,3
Public Method,"ProgettoBirra.GestioneDB.verificaUtente",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,30,,,,8,,,,19,,,5,12,3,,,,0,0,6,5,1,9,13,5,,,10,,,4,4,4,3,3,,,,,3,,2,3,,,0.16,4,4,4,3
